Original,Part of,Translation
TAKE A CLASS LEVEL,,ELIGE UN NIVEL DE CLASE
General,,General
CURE / INFLICT,,CURAR / INFLIGIR
• Nauseated,,• Mareado
Allies within 10ft get +4 to saves against charm effects.,,Aliados a 10' obtienen +4 vs efectos de encantamiento.
MUNDANE POTIONS,,POCIONES MUNDANAS
PENALTY,,PENALIZADOR
Summon monster VII,,Convocar Monstruo VII
Resilience,,Adaptación
Towns,,Pueblos
Non-Monk|Levels,,Niveles|No-Monje
Treated as outsider,,Considerado un Ajeno
Feet,,Pies
Suggestion,,Sugestión
"On critical hit, target is stunned (or staggered if they pass a Will save) for 1d4 rds.",,"Tras un crítico, el objetivo queda aturdido (o grogui si supera Salv Vol.) durante 1d4 asaltos."
"Change shape as a full-round action,|given a fortitude save:",,"Cambia forma como acción de asalto completo,|dada una Salv. Fortaleza:"
All skills are considered class skills,,Todas las habilidades se consideran cláseas
Nerfs,,Nerfeos
Slow Fall 30 ft,,Ralentizar caida 30 Pies
BOMBS,,BOMBAS
Jump,,Saltar
HOSTILE,,HOSTIL
SURVIVAL,,Supervivencia
FAMILIAR,,FAMILIAR
MOVE THROUGH ENEMY’S OWN SQUARE,,MUEVE A TRAVÉS DE LA CASILLA DEL ENEMIGO
SPELL LEVEL,,NIVEL DE CONJ
Dragon|Shaman|Level,,Nivel de|Chaman del|Dragon
M’wk,,G. cal
Empty Body,,Cuerpo vacío
1d10,,1d10
Defence,,Defensa
Strength|Bonus,,Bon de|Fuerza
(From level 4),,(Desde nivel 4)
AURA OF COURAGE,,AURA DE CORAJE
1d6,,1d6
Medusa’s Wrath,,Ira de la Medusa
Search,,Buscar
Casting time,,Tiempo Lanzamiento
Summon Nature’s Ally II,,Conovocar Aliado Natural II
Damage Reduction,,Reducción Daño
Other skills:|Craft - INT|Perform - CHA,,Otras habilidades:|Artesanía - INT|Interpretar - CAR
Population,,Población
TELEPATHY,,TELEPATíA
Inspire Greatness,,Inspirar Grandeza
One skill|rank,,Un rango|habilidad
mins,,mins
CURSE OF LYCANTHROPY,,MALDICIÓN DE LICANTROPÍA
LAWFUL,,LEGAL
Power Points used today,,Puntos Poder usados hoy
Viceroy,,Virrey
1 ki point,,1 punto ki
BONDED OBJECT,,OBJETO VINCULADO
Improved Critical / Keen weapon / Keen magical effect,,Critico mejorado / Arma afilada / Efecto afilado mágico
Avoid all damage on successful reflex save,,Evita todo daño con Salv. Ref. Con éxito
"FEATS, TRAITS AND|SPECIAL ABILITIES",,"DOTES, RASGOS Y|APTITUDES ESPECIALES"
Hat / Mask,,Sombrero / Máscara
OTHER INCOME,,OTROS INGRESOS
Collision,,Colisión
Animal,,Animal
Current Country,,País Actual
VOLATILE MIND,,Mente Volátil 
Use Magical Device,,Usar Objeto Mágico
Temporary|Hit Points,,Puntos de Golpe|Temporales
• Sickened,,• Nauseado
Int,,Int
Code of Conduct,,Código de Conducta
HIGH JUMP,,GRAN SALTO
Add any bonus or penalty from your race:,,Añade cualquier bonus o penalizaniónde tu raza:
Starting point,,Punto de partida
EVIL,,MALIGNO
CHARGES,,CARGAS
Organisation,,Organización
Summon Nature’s Ally V,,Conovocar Aliado Natural V
WIS - 4,,SAB - 4
+ Level,,+ Nivel
CONSUMPTION,,CONSUMO
High Jump,,Gran salto
Vorpal,,Vorpal
Damage bonus,,Bonus Daño
SUGGESTION,,SUGESTIÓN
Expansionist,,Expansionista
Effective|Level,,Nivel|Efectivo
Weapon,,Arma
Fascinate,,Fascinar
CHA - 8,,CAR - 8
WEAPON,,ARMA
Page,,Página
sp,,pp
Uses today,,Usos Diarios
FASCINATE,,FASCINAR
Energy resistance bonus,,Bonus Resistencia Energía
SPECIAL ABILITIES,,APTITUDES ESPECIALES
Ignore difficult terrain while underground,,Ignora el terreno difícil si estás bajo tierra.
Assume ethereal state,,Asumir estado ethereo
5-LEVEL|BONUS,,5-Nivel|Bonus
Warlock Level,,Nivel de Brujo Arcano
Improved Trip,,Derribo Mejorado
Spell Level,,Nivel de Conjuro
Weapons considered Good aligned for overcoming DR.,,Armas consideradas de Alineamiento bueno a efectos de superar RD.
Cold,,Frío
PRESTIGE CLASS,,CLASE DE PRESTIGIO
Size|Modifier,,Mod|Tamaño
HIT|POINTS,,PUNTOS|GOLPE
Level|Bonus,,Bon|de Nivel
Weapon Focus:,,Soltura con un arma:
Inquisitor|Level,,Nivel|Inquisidor
"One story trait, connecting them into the campaign",,"Un rasgo de historia, conectandolos a la campaña"
Far Shot,,Disparo a larga distancia
Fatigued|AC Penalty,,Penalizador CA|Fatiga
DMG,,DAÑO
ALCHEMIST’S EXTRACT FORMULAE,,FORMULAS EXTRACTOS ALQUIMISTA
ARCHETYPE,,ARQUETIPO
Liar,,Mentiroso
"Fold along the dotted lines, making sure|the                hatched areas are hidden or face down",,"Dobla en las lineas de puntos, asegurandote| que las areas grises queden ocultas"
High Priest,,Gran Sacerdote
rds,,turnos
CR,,VD
Today,,Hoy
Reduce effective falling height using wall,,Reduce altura efectiva de caída usando un muro
SAVING THROWS,,TIROS DE SALVACIÓN
Flat-footed,,Desprevenido
TRUE RESOLVE,,Resolución verdadera
Knowledge,,Saber
Leadership,,Liderazgo
Discipline,,Disciplina
ATTACK FEATS,,DOTES DE ATAQUE
7ft,,7'
Timeless Body,,Cuerpo Eterno
d10,,d10
Total hit|points,,Puntos de golpe|totales
Gnome,,Gnomo
"Treat hands, feet, knees and elbows as weapons",,"Trata manos, pies, rodillas y codos com armas"
Monk Level,,Nivel de Monje
AURA,,Aura
d12,,d12
Cost,,Coste
LAST STAND,,Posición final
ARTIFICER,,ARTIFICE
"Handle Animal, Intimidate",,"Intimidar, Trato con Animales"
"Gain +2 to attack, bypass DR, other bonuses",,"Gana +2 al ataque, evita RD, otros bonus"
Improved|Evasion,,Evasión|Mejorada
NATURAL LYCANTHROPE,,LICÁNTROPO NATURAL
Sickened,,Indispuesto
Favoured,,Enemigo
Master Strike,,Golpe maestro
(Good),,(Bueno)
Treat unarmed attacks as lawful weapons,,Trata ataques sin arma como armas legales
"From level 20, a successful sneak attack can also deliver one of:| • Sleep for 1d4 hours| • Paralysed for 2d6 rounds| • Slain",,"Desde nivel 20, un ataque furtivo exitoso puede aplicar un efecto:| • Dormir durante 1d4 horas| • Paralizado durante 2d6 asalto| • Muerto"
DAMAGE REDUCTION,,Reducción de Daño
METAMAGIC,,METAMAGIA
PERFORM: RITUAL,,INTERPRETACIÓN: RITUAL
Apply this bonus to all knowledge skills,,Aplica este bon a todas las habilidades de saberes
RESOLVE,,Resolución
Rage 3/day,,Furia 3/Día
Blindsense,,Sentido ciego
Extra attacks of opportunity,,Ataques de oportunidad extra
Ki Strike (lawful),,Impacto Ki (Legal)
with Armour,,con Armadura
(Round up),,(Redondear arriba)
Penetrating Strike  (,,Golpe Perforante (
INVENTORY,,INVENTORIO
Fortitude,,Fortaleza
/  Region,,/ Región
"Begin or switch a bardic performance as a move action,|rather than as a standard action.",,"Empieza o cambia una canción de bardo como acción|de movimiento, en vez de una acción estándar."
1/day,,1/día
"On using Channel Positive Energy or Lay On Hands, heal the maximum possible amount.",,"Cuando use Canalizar energia o Imposición de manos, cura lo máximo posible."
Warden,,Guardian
BLOODLINE FEATS,,DOTES DE LINEA DE SANGRE
Attack|Penalty,,Penaliz.|Ataque
Saving throws against mythic effects are unaffected.,,Las tiradas de salvacion contra efectos miticos no se ven afectadas
(RANGER),,(EXPLORADOR)
Quick Clear,,Desencasquillado rápido
Use a full attack action for more attacks,,Usa una acción de asalto completo para más ataques
Neck / Throat,,Cuello / Garganta
From level 15:,,Desde nivel 15:
SHARE FAVOURED ENEMY,,COMPARTIR ENEMIGO PREDILECTO
White,,Blanco
MONK OF THE|SACRED MOUNTAIN,,MONJE DE LA|MONTAÑA SAGRADA
Dodge|Bonus,,Bonus|Esquiva
JACK OF ALL TRADES,,HOMBRE PARA TODO
Destruction,,Destrucción
"When below 0hp, always stabilise without needing to make a constitution check (though bleed damage still counts).",,"Por debajo de 0pg, siempre se estabiliza sin necesitar prueba de Constitución (aunque el sangrado aún cuenta)."
Natural|Armour,,Armadura|Natural
lb,,lb
Spell Save DC = 10 + WIS + Spell Level,,CD Salv de Conjuro = 10 + SAB + Nivel de Conjuro
Small,,Pequeño
Blinding Critical,,Crítico cegador
Sneaky,,Sigiloso
Ranger Level,,Nivel de Explorador
Locate Traps,,Encontrar trampas
Acrobatics skill +4,,Habilidad Acrobacias +4
Precise Shot,,Disparo Preciso
String,,Cuerda
Era,,Era
Icy burst,,Explosiva Gélida
EDICTS,,EDICTOS
60 ft,,60 ft
Bully,,Abusador
Water,,Agua
Critical,,Crítico
"Make a note of any other abilities your character gains at this level.|This may include extra spells, combat feats or feat-like choices,|increases to the power of previous abilities, etc.",,"Toma nota de otras aptitudes que tu personaje gana en este nivel.|Esto incluye conjuros extra, dotes de combate o elecciones tipo dote,|incrementos al poder de aptitudes previas, etc."
(WIS minimum 1),,(SAB mínimo 1)
"Racial, Feats",,"Racial, Dotes"
Construct,,Constructo
"Invoke True Judgement before one attack|If the attack is successful, the target|  must pass a Fortitude save or die|Whether successful or not, that target is|  then immune to True Judgement for 24 hours",,"Invoca Juicio Verdadero antes de un ataque|Si el ataque tiene éxito, el objetivo|debe pasar una Salv Fort o morir|Lo pase o no, el objetivo está|entonces"
"Bluff, Sense Motive",,"Averiguar Intenciones, Engañar"
Sing,,Canto
Dead Shot,,Disparo certero
Heir,,Heredero
CRUSADER,,CRUZADO
Level|Penalty,,Pen de|Nivel
40 ft,,40 ft
DEFENCE & SAVING THROWS,,DEFENSA Y TIRADAS DE SALVACION
Disable Traps,,Desactivar Trampas
Favoured|     Enemy|     Terrain,,Enemigo|Terreno|Predilecto
Wind Instruments,,Instrumentos de Viento
Creature|Level,,Nivel de|Criatura
POPULATION,,POBLACIÓN
Investigator|Level,,Nivel de|Investigador
15ft,,15'
Trap Sense +4,,Sentido de las Trampas +4
Weapon Focus  (,,Soltura con un arma (
Armour AC,,CA Armadura
Domain Spell,,Conjuro de Dominio
Bard|Level,,Nivel de|Bardo
Manifester|Level,,Nivel de|Manifestador
SPENDING,,GASTOS
Sleight of Hand,,Juego de Manos
Book,,Libro
FORCE OF WILL,,FUERZA DE VOLUNTAD
"Diplomacy, Intimidate",,"Diplomacia, Intimidar"
TOUCH,,TOQUE
Exhausting Critical,,Crítico agotador
20 Reflex save,,20 Salv. Reflejos
Temporary feat,,Dote Temporal
Will,,Vol
Rounds Today,,Asaltos Hoy
MONEY,,DINERO
NPC,,PNJ
AURA OF RESOLVE,,AURA DE RESOLUCIÓN
ARMOUR CLASS BONUS,,Bonus Clase Armadura
Open Lock,,Abrir Cerraduras
TRAPS,,TRAMPAS
READ LANGUAGES,,LEER LENGUAJES 
SAVING|THROW,,PRUEBA|SALVACIÓN
Immune to compulsion effects including magic.,,Inmune a efectos y conjuros de compulsión.
EFFECTIVE|CHARACTER LEVEL,,NIVEL EFECTIVO|PERSONAJE
ACROBATICS,,ACROBACIAS
No action this round|Lose DEX bonus to AC; -2 AC,,Sin acción este turno|Pierde bonus Des a CA; -2 CA
RESOLUTE,,Resoluto
Cannot run or charge|-2 Strength and Dexterity,,No puede correr o cargar|-2 a Fuerza y Destreza
INSPIRE COURAGE,,INFUNDIR VALOR
Slow Fall 80 ft,,Ralentizar caida 80 Pies
• Fatigued,,• Fatigado
Cavalier’s Charge,,Carga del Caballero
Inflict Wounds,,Infligir Heridas
CHA - 12,,CAR - 12
Dying,,Moribundo
Spellcraft,,Conocimiento de Conjuros
d20 +,,d20 +
BONUS FEAT,,Dote Adicional
Antipaladin|Level,,Nivel de|Antipaladín
AQUATIC DRUID,,DRUÍDA ACUÁTICO
Stat,,Características
WILL BONUS,,BON VOLUNTAD
Bleeding Wound,,Herida Sangrante
Overwhelming,,Abrumador
Lurk|Level,,Nivel de|Acechador
Invoke two judgements at once,,Invoca dos juicios a la vez
Short,,Corto
Damage|Bonus,,Bonus|Daño
Darkvision,,Visión en la Oscuridad
Victims|Today,,Víctimas|Hoy
Cause enemies within 30ft to become shaken,,Causa que enemigos a 30' queden estremecidos
to Humanoid form:,,a forma Humanoide:
Favoured| Enemy,,Enemigo|Predilecto
PATHFINDER SOCIETY,,PATHFINDER SOCIETY
Concentration|Bonus,,Bonus|Concentración
Defining Features,,Características definitorias
Cast spells in medium armour with no risk of spell failure,,Lanza conjuros con armadura intermedia sin riesgo de fallo arcano
+ 1d6,,+ 1d6
d6 / 2d6,,d6 / 2d6
EMPTY BODY,,Cuerpo Vacio
EFFECTS,,EFECTOS
ARMOUR CLASS,,CLASE DE ARMADURA
Spell|Save DC,,CD Salv|de Conjuros
HEALING|POINTS,,PUNTOS|CURACIÓN
Blinded,,Cegado
Times per day,,Veces al día
WELL-VERSED,,BIEN VERSADO
Revert to base form at dawn or after 8 hrs rest.,,Vuelve a forma base al amanecer o tras 8 horas descanso
(MONK),,(MONJE)
CHANNEL POSITIVE ENERGY,,CANALIZAR ENERGÍA POSITIVA
Mobility,,Movilidad
Purity of Body,,Pureza Corporal
PF-RPG,,PF-RPG
"Acrobatics, Fly",,"Acrobacias, Volar"
Regain one use of mythic power per hour.,,Recupera un uso de poder mítico por hora
Armour|Check|Penalty,,Penalización|Prueba|Armadura
Halfling,,Mediano
Trap|Sense,,Sentido de|las trampas
IN WINTER,,EN INVIERNO
Resolve|Today,,Resolución|Diario
50 coins weighs 1lb,,50 monedas pesan 1lb
Rova,,Rova
Tiring Critical,,Crítico fatigante
AFFLICTED LYCANTHROPE,,LICÁNTROPO AFLIGIDO
From level 5:,,Desde nivel 5:
Greater Weapon Specialisation,,Especialización mayor con un arma
2 Bonus hit dice|+ 2d10 (including CON),,2 Dados de golpe adicionales|+2d10 (incluyendo CON)
• Bleed,,• Sangrado
Luck|Bonus,,Bonus|Suerte
MONK,,MONJE
FABULOUS,,FABULOSO
N/A,,N/A
Number of|Affected Allies,,Numero de|Aliados Afectados
Aggressive,,Agresivo
Dex,,Des
Recover all hit points with 8 hours rest,,Recobra todos los puntos de golpe con descanso durante 8 horas
CHA - 4,,CAR - 4
Paladin|Level,,Nivel de|Paladín
• Fascinated,,• Fascinado
WEAPON ENHANCEMENT,,Mejora del arma
Slow Fall 40 ft,,Ralentizar caida 40 Pies
TAXATION,,IMPUESTOS
Claws: 1d4 damage (1d3 if small),,Garras: 1d4 daño (1d3 si Pequeño)
Unlimited uses|per day,,Usos ilimitados|al día
to confirm criticals,,para confirmar críticos
Languages,,Idiomas
(Max +7),,(Max +7)
Large,,Grande
LONG JUMP,,SALTO DE LONGITUD
Poison,,Veneno
Category,,Categoría 
BASE ATTACK|BONUS,,BON ATAQUE|BASE
TOTAL,,TOTAL
MASTER STRIKE,,GOLPE MAESTRO
Bonus to saves against charm|and compulsion effects,,Bonificador a las salvaciones contra encantamientos| y efectos de compulsión
Spirit’s|Charisma,,Carisma del|Espíritu
Attained,,Obtenido
Capacity,,Capacidad
Temp Attack,,Ataque Temp.
Bonus,,Bonus
Rage 4/day,,Furia 4/Día
CHARACTER,,PERSONAJE
Barbarian|Level,,Nivel de|Bárbaro
Stun (or other effects) target for one round,,Aturde (u otros efectos) al objetivo 1 asalto
DETECT EVIL,,DETECTAR EL MAL
"Master strike cannot be used again on the same target within|24 hours, whether they pass the Fortitude save or not.",,"Golpe maestro no puede ser usado de nuevo en el mismo objetivo en|24 horas, pasen la Salv Fort. o no"
Freedom of Movement,,Libertad de movimiento
Attribute|modifiers,,Modificadores|Atributos
2 ki points,,2 puntos ki
DIAMOND SOUL,,ALMA DIAMANTINA
TATTOOS,,TATUAJES
APPEARANCE,,APARIENCIA
BONUS,,BONIFICADOR
Improved Bull Rush,,Embestida mejorada
Treasurer,,Tesorero
Improved Shield Bash,,Golpear con escudo mejorado
Knowledge: Religion,,Saber: Religión
Origin,,Origen
COMBAT MANOEUVRES,,MANIOBRAS DE COMBATE
Level|Adjustment,,Ajuste de|Nivel
Knowledge: Dungeoneering,,Saber: Dungeons
CAVALIER ORDER — CHALLENGE ABILITY,,ORDEN CABALLERESCA – APTITUD DESAFÍO
Current Shape,,Forma actual
"Bluff, Disguise",,"Disfrazarse, Engañar"
STR,,FUE
KNOWLEDGE: SPIRITS,,SABER: ESPÍRITUS
Experience,,Experiencia
"Racial,|Feats,|Synergy",,"Racial,|Dotes,|Sinergia"
Purchase starting equipment,,Compra de equipo inicial
SPEECH,,HABLA
Invoke one Judgement on your|foes and receive a bonus|as long as you are in combat.,,Invoca un juicio sobre tus|enemigos y recibe un bonus|mientras estés en combate
AC,,CA
Weapon Specialisation:,,Especialización con un arma:
PARTY FUNDS,,FONDOS DEL GRUPO
PARTY,,GRUPO
ROGUE,,PÍCARO
1ft,,1'
STATS,,RASGOS
• Panicked,,• Despavorido
"+1 unrest for each attribute (Economy, Loyalty or Stability) that is negative",,"+1 malestar por cada atributo (Economía, Lealtad o Estabilidad) que sea negativo"
READ MAGIC,,LEER MAGIA
"If taking a level of a favoured class, pick a bonus hit point or skill rank.|Some classes may make available other options, such as an extra spell.",,"Si escoges un nivel de clae favorita, elige entre 1 pg o 1 punto habilidad extra.|Algunas clases pueden tener disponible otras opdiones, como un conjuro extra."
Aberration,,Aberración
Draw selected weapon as an immediate action:,,Desenfunda arma seleccionada como acción inmediata:
ABUNDANT STEP,,PASO ABUNDANTE
FRIENDS AND FOES,,AMIGOS Y ENEMIGOS
"Royal enforcer can reduce unrest by 1, but must then make a loyalty check or lose 1 loyalty",,"El Ejecutor Real puede reducir el malestar en 1, pero debe hacer una prueba de lealtad o perder 1 de lealtad"
Weapon Specialisation,,Especialización con arma
ARCANE BOND,,VÍNCULO ARCANO
Spellthief|Level,,Nivel|Robaconjuros
AURA OF FAITH,,AURA DE FÉ
days,,días
5d6,,5d6
GOOD,,BUENO
3/day,,3/día
Token,,Símbolo
d6,,d6
Throat,,Garganta
Deadeye,,Disparo de precisión
NPC GROUP,,GRUPO PNJ
2d6 +,,2d6 + 
"If multiclassing, remember to add up the values from all your classes.",,"En multiclase, recuerda sumar los valores de todas tus clases."
DURATION,,Duración
3d6,,3d6
QUEST ITEMS,,OBJETOS DE MISIÓN
Act,,Actuación
FRIEND,,AMIGO
1d4,,1d4
FALL,,CAÍDA
Half-orc,,Semiorco
Weapon type,,Tipo de Arma
Heavy Load,,Carga Pesada
From level 3:,,Desde Nivel 3:
Summoned|Today,,Invocado|Hoy
Caster|Level,,Nivel de|Lanzador
Morale|Bonus,,Bon de|Moral
DIVINE GRACE,,GRACIA DIVINA
per successive hit,,por cada golpe sucesivo
Calistril,,Calistril
HUNTER’S BOND,,VÍNCULO DEL CAZADOR
Improved Critical,,Crítico mejorado
ft,,'
Name,,Nombre
MOUNT,,MONTURA
FEAR EFFECT,,EFECTOS DE MIEDO
Duchy,,Ducado
Maximum|Penalty,,Penal.|Máxima
Slow Fall 20 ft,,Ralentizar caida 20 Pies
Arms,,Brazos
Districts,,Distritos
sq,,c
"Climb, Fly, Survival, Swim",,"Trepar, Volar, Supervivencia, Nadar"
FEMALE,,MUJER
TEAMWORK FEATS,,DOTES DE TRABAJO EN EQUIPO
CATCH LEDGE,,COGER SALIENTE
Active,,Activa
FAVOURED ENEMIES,,ENEMIGOS PREDILECTOS
Inventory,,Inventario
A successful strike with smite goodbypasses damage reduction.,,Un golpe con éxito con castigar el bien sobrepasa la reducción de daño
Extract|Save DC,,CD Salv|de Extractos
AFFILIATIONS,,AFILIACIONES
SPELL RANGES,,ALCANCES CONJUROS
Race,,Raza
Personality,,Personalidad
Weapon|Enhancement|Bonus,,Bonus|Mejora|Arma
"From level 10, a Rogue|can take Advanced Talents",,"Desde Nivel 10, un Pícaro|puede aprender Talentos Avanzados"
HEXBLADE’S CURSE,," Maldición de Hexblade"
against larger foes,,contra enemigos más grandes
Max|Attacks,,Ataques|Max
Spend all remaining resolve (at least 2) to avoid death,,Gastas todos los puntos de Resolución (al menos 2) para evitar morir
Allies within 10ft get +4 to saves against fear effects.,,Aliados a 10' obtienen +4 vs efectos de miedo.
Regain one use of Resolve when you|defeat the target of a Challenge,,Recuperas un uso de Resolución cuando|vences a un objetivo Desafiado
FEAT,,DOTE
Take the better of two rolls on a Fortitude or Will save,,Escoge la mejor de dos tiradas para Salvaciones Fortaleza o Voluntad
Flurry of Blows Attack Bonus,,Bonus ataque Ráfaga de Golpes
CHALLENGE,,DESAFÍO
DEFENCE,,DEFENSA
5ft,,5'
Racial abilities,,Habilidades raciales
Endurance,,Aguante
CAVALIER ORDER — SKILLS,,ORDEN CABALLERESCA – HABILIDADES
KINGDOM MANAGEMENT,,GESTIÓN DEL REINO
HYBRID FORM,,FORMA HÍBRIDA
DRUID,,DRUÍDA
Rage 2/day,,Furia 2/Día
Advanced Talents,,Talentos Avanzados
"Bonus to Climb, Knowledge (geography), Perception, Stealthand Survival while in jungle terrains.",,"Bonus a Trepar, Saber (geografía), Percepción, Sigilo y Supervivencia en junglas."
Spell Resistance,,Resistencia a Conjuros
Character name,,Nombre del personaje
Survival,,Supervivencia
Farms,,Granjas
(BARD),,(BARDO)
Low-light Vision,,Visión en la penumbra
Move without penalty or taking damage through any|terrain that doesn’t require a Climb or Swim check.,,Puede moverse sin penalizaciones o sin recibir daño a travez de cualquier|terreno que no requiera un chequeo de trepar o nadar
INT - 12,,INT - 12
Companion Name,,Nombre Compañero
50 ft,,50 ft
Spell Save DC = 10 + INT + Spell Level,,CD Salv Conjuro = 10 + INT + Nivel Conjuro
LEADERSHIP ROLES,,ROLES LIDERAZGO
Use any skill as if you were trained,,Usa cualquier habilidad como si fuera entrenada
Morale bonus applies to Acrobatics checks and saving throws against fear.,,Bonus de Moral se aplica a pruebas de Acrobacias y pruebas Salvación contra miedo.
Elf,,Elfo
gp,,po
Extracts|per day,,Extractos|al día
Does not detect any other evil auras nearby.,,No afecta a ninguna otra aura cercana.
Quivering Palm,,Palma temblorosa
Buff,,Ventaja
+ 2 + 2d6,,+ 2 + 2d6
Shoulders,,Hombros
CON,,CON
AC Penalty,,Pen a CA
INT,,INT
d100,,d100
Basic|Damage,,Daño|Básico
+1 per level,,+1 por nivel
Your base speed (measured in feet per six seconds),,Tu velocidad base (medida en pies por cada 6 segundos)
Scenario,,Escenario
DEITY,,DEIDAD
to attacks of opportunity,,a ataque de oportunidad
Caster Levels,,Niveles Lanzador
Immortality,,Inmortalidad
Area / Target,,Area / Objetivo
Worn Items,,Objetos Equipados
• Confused,,• Confundido
Artiste,,Artista
"Penalty applies to economy, loyalty and stability|From 10, begin to lose control of hexes|From 20, all saves drop to 0 and kingdom cannot act",,"Penaliz. aplican a economía, lealtad y estabilidad|A partir de 10, empieza a perder control de hexágonos|A partir de 20, todas Salv. caen a 0 y el Reino no puede actuar"
UPKEEP,,MANTENIMIENTO
WITCH,,BRUJA
Bloodline powers,,Poderes de Linea de Sangre
Ignore a construct’s hardness.,,Ignora la dureza de un constructo.
COMBAT ABILITIES,,APTITUDES DE COMBATE
DEX,,DES
Country,,País
2d6 / 3d8,,2d6 / 3d8
LEVELS,,NIVELES
Convert a confirmed critical hit to a standard hit,,Convertir un crítico confirmado en un golpe normal
SPLASH DAMAGE,,DAÑO DE SALPICADURA
DEEDS,,Hazañas
RANGED,,DISTANCIA
Strength,,Fuerza
AC BONUS,,Bonif. CA
Damage:,,Daño:
"At odd-numbered levels, you get to pick a feat.|Make sure your character qualifies for the feat’s preconditions.",,"A niveles impares, obtiene una dote.|Asegúrate de que tu personaje cumple con los prerrequisitos."
Cause an enemy to die of joy or sorrow,,Causa que un enemigo muera de alegría o pena
Cast any spell from the Wizard spell list,,Lanza cualquier conjuro de la lista de conjuros de Mago
LANGUAGES,,IDIOMAS
Ability Modifier = (Total Ability Score - 10) ÷ 2    (Round down),,Modif. Habilidad = (Punt. Total Habil. - 10) ÷ 2  (Redond. hacia abajo)
Armour|Bonus,,Bonus|Armadura
rks,,rangos
Fatigued|Penalty,,Penalizador|Fatiga
ENERGY RESISTANCE,,RESISTENCIA A LA ENERGÍA
Weapon Focus,,Soltura con un arma
15 Acrobatics,,15 Acrobacias
PARTY INVENTORY,,INVENTARIO DE GRUPO
Bombs Today,,Bombas Hoy
Earth,,Tierra
EQUIPMENT,,EQUIPO
bp,,bp
Greater Two-weapon Fighting,,Combate con dos armas mayor
Mounted Speed,,Vel. Montura
RONIN,,RONIN
"Bluff, Disguise, UMD",,"Engañar, Disfrazarse, UOM"
CLASSES,,CLASES
Favoured class,,Clase favorita
Fighter,,Guerrero
80 ft,,80 ft
9ft,,9'
Keen,,Afilado
Creature Name,,Nombre de Criatura
100 ft,,100 ft
OATHBOUND PALADIN,,PALADÍN JURAMENTADO
SUMMONER|LEVEL,,NIVEL|CONJURADOR
Vacancies,,Vacantes
Spell Failure,,Fallo de Conjuro
Half-elf,,Semielfo
2d8,,2d8
Ability Modifier =|    (Total Ability Score - 10) ÷ 2,,Mod de Característica =|  (Puntuación Total de Característica - 10) ÷ 2
Entangled,,Enmarañado
Base attack bonus and saving throws,,Bonus de ataque base y pruebas salvación
Light <weight>,,Ligero <peso>
Manyshot,,Disparos múltiples
HEALING DOMAIN,,DOMINIO DE CURACIÓN
Base Save,,Salvación Base
Linguistics,,Lingüistica
HIT POINTS & SKILL RANKS,,PUNTOS GOLPE & RANGOS HABILIDADES
Immune to fear effects including magic.,,Inmune a efectos y conjuros de miedo.
Disguise,,Disfrazarse
3d8,,3d8
Arcane|Pool Cost,,Costo
Judgements|Today,,Juicios|Hoy
allies within,,a aliados a 
Hide,,Esconderse
Stance,,Estancia
• Cowering,,• Aterrado
DATE,,FECHA
30 ft,,30 ft
Perfect Self,,Yo perfecto
Player,,Jugador
Power Points,,Puntos de Poder
EXPERT|TRAINER,,ENTRENADOR|EXPERTO
INCOME,,INGRESOS
d8 / 2d8,,d8 / 2d8
Darkness,,Oscuridad
Sneaking Precision,,Precisión Furtiva
DISTRACTION,,DISTRACCIÓN
Wisdom,,Sabiduría
Kuthona,,Kuthona
FRIGHTENING TUNE,,TONADA ATERRADORA
(Round down),,(Redondear abajo)
Ki Pool (adamantine),,Reserva Ki (adamantino)
WEAPON TRAINING,,ENTRENAMIENTO CON ARMAS
SPECIAL MOUNT,,MONTURA DIVINA
Electricity,,Electricidad
From level 2:,,Desde Nivel 2:
ORDER,,ORDEN
(damage is triple only if using a lance),,(daño se triplica solo si usas lanza)
Natural Armour|Bonus,,Bon de Armadura|Natural
SPEED,,VELOCIDAD
Read Magic,,Leer Magia
PERSONALITY,,PERSONALIDAD
Base|Speed,,Velocidad|base
"Attack bonus|From level 10, bonus doubles to confirm critical hits",,"Bonus ataque|Desde nivel 10, el bonus se dobla para confirmar críticos"
BARDIC PERFORMANCE,,INTERPRETACIÓN DE BARDO
"-2 to attack rolls, damage rolls,| saving throws, skill and ability checks",,"-2 a tiradas de ataque, de daño,| de salvación, de habilidades y pruebas de características"
Gifts,,Regalos
(require,,(requiere
Bonus Spells,,Conjuros Adicionales
QUICK DRAW,,DESENVAINADO RÁPIDO
Pathfinder Society Faction,,Facción de la Pathfinder Society
"Cannot rage, run or charge|while fatigued.",,"No se puede entrar en furia, correr o cargar|mientras estés fatigado."
coins,,monedas
Value,,Valor
Magister,,Magister
OTHER DAMAGE,,OTRO DAÑO
Stunning Critical,,Crítico aturdidor
Blind-fight,,Lucha a Ciegas
CRIT,,CRIT
Climb,,Trepar
Bonus to Fortitude saves and initiative checks.,,Bonificador a salvaciones de Fortaleza y tiradas de iniciativa.
Scorpion Style,,Estilo de escorpión
None,,Ninguno
+2 unrest if the treasury is empty,,+2 malestar si la tesorería está vacía
Meticulous,,Meticuloso
Wakizashi,,Wakizashi
HOLY CHAMPION,,CAMPEÓN DIVINO
Priest|Level,,Nivel|Clérigo
